"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210101 ~ 20211231"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 진주시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금 (만원)","종전계약 월세 (만원)"
"경상남도 진주시 가좌동","5**","12m미만","18.3","월세","202105","4","100","29","2009","진주대로500번길","-","-","-","",""
"경상남도 진주시 가좌동","6**","8m미만","18.5","월세","202102","25","300","28","2019","가좌길74번길","-","-","-","",""
"경상남도 진주시 가좌동","1***","12m미만","19","월세","202107","17","200","30","2019","가좌길48번길","-","-","-","",""
"경상남도 진주시 가좌동","1***","12m미만","19","월세","202107","18","5,000","10","2019","가좌길48번길","-","-","-","",""
"경상남도 진주시 가좌동","1***","8m미만","19","월세","202104","23","100","25","2019","가좌길48번길","-","-","-","",""
"경상남도 진주시 가좌동","1***","8m미만","19","전세","202104","24","5,000","0","2017","가좌길","-","-","-","",""
"경상남도 진주시 가좌동","1***","8m미만","19.8","월세","202107","17","200","32","2017","가좌길60번길","-","-","-","",""
"경상남도 진주시 가좌동","8**","8m미만","19.8","월세","202112","27","300","30","2012","가좌길29번길","-","-","-","",""
"경상남도 진주시 가좌동","1***","8m미만","19.83","월세","202101","12","300","30","2019","가좌길48번길","-","-","-","",""
"경상남도 진주시 가좌동","6**","12m미만","19.85","월세","202112","31","200","32","2001","진주대로","-","-","-","",""
